"","Name","Location","Year","Kilometers_Driven","Owner_Type","Mileage","Engine","Power","Seats","Price","Fuel_TypeDiesel","Fuel_TypeElectric","Fuel_TypePetrol","TransmissionManual","Age"
"3613","Audi A4 35 TDI Premium","Bangalore",2015,58970,"First",1711,1968,17433,5,23.75,1,0,0,0,9
"3614","Nissan Terrano XV D Pre","Mumbai",2013,60000,"Second",1964,1461,1085,5,5.45,1,0,0,1,11
"3615","Maruti Celerio ZXI AMT","Coimbatore",2017,35225,"First",231,998,6704,5,5.25,0,0,1,0,7
"3616","Hyundai i10 Sportz AT","Delhi",2012,62282,"First",1695,1197,789,5,2.9,0,0,1,0,12
"3617","BMW 3 Series 320d","Hyderabad",2010,80000,"First",2269,1995,190,5,14.2,1,0,0,0,14
"3618","Hyundai Grand i10 Sportz","Kochi",2018,43698,"First",189,1197,82,5,5.8,0,0,1,1,6
"3619","Hyundai Grand i10 Asta Option AT","Coimbatore",2017,28052,"First",189,1197,82,5,7.22,0,0,1,0,7
"3620","Hyundai Grand i10 1.2 Kappa Sportz","Coimbatore",2016,29091,"First",189,1197,8186,5,4.87,0,0,1,1,8
"3621","Volkswagen Polo 1.2 MPI Comfortline","Delhi",2013,63000,"First",1647,1198,74,5,3.3,0,0,1,1,11
"3622","Honda City ZX EXi","Hyderabad",2007,91000,"Second",177,1497,78,5,3,0,0,1,1,17
"3623","Mercedes-Benz GLA Class 200 CDI","Hyderabad",2014,30000,"First",179,2143,136,5,26,1,0,0,0,10
"3624","Maruti Omni 8 Seater BSIV","Hyderabad",2017,24571,"First",140,796,35,5,2.9,0,0,1,1,7
"3625","Hyundai Verna 1.6 SX VTVT AT","Bangalore",2014,45000,"First",1574,1591,1213,5,7.5,0,0,1,0,10
"3626","Maruti Alto 800 LXI","Hyderabad",2015,24617,"First",2274,796,473,5,2.36,0,0,1,1,9
"3627","Maruti Vitara Brezza ZDi Plus Dual Tone","Coimbatore",2017,26927,"First",243,1248,885,5,11.39,1,0,0,1,7
"3628","Mahindra XUV500 W8 2WD","Kochi",2013,87736,"First",151,2179,140,7,7.02,1,0,0,1,11
"3629","Maruti Vitara Brezza ZDi","Delhi",2016,35299,"First",243,1248,885,5,8,1,0,0,1,8
"3630","Hyundai i20 1.2 Spotz","Kochi",2017,51612,"First",186,1197,8183,5,7.11,0,0,1,1,7
"3631","Mercedes-Benz E-Class 250 D W 210","Mumbai",1998,55300,"First",100,1796,1577,5,3.9,1,0,0,0,26
"3632","Maruti Alto LXi","Hyderabad",2009,65090,"First",197,796,463,5,2.15,0,0,1,1,15
"3633","Honda Amaze S i-Vtech","Kolkata",2013,40000,"First",180,1198,867,5,3.25,0,0,1,1,11
"3634","Land Rover Range Rover Sport HSE","Kochi",2015,38467,"First",1265,2993,255,5,70.66,1,0,0,0,9
"3635","Hyundai Grand i10 CRDi Magna","Mumbai",2013,71904,"First",240,1120,70,5,4.61,1,0,0,1,11
"3636","Honda Civic 2006-2010 1.8 S MT","Mumbai",2008,87000,"First",135,1799,130,5,2.35,0,0,1,1,16
"3637","Hyundai Grand i10 CRDi Magna","Chennai",2014,33000,"Second",240,1120,70,5,4.05,1,0,0,1,10
"3638","Maruti 800 AC Uniq","Jaipur",2009,22100,"Second",161,796,37,4,0.8,0,0,1,1,15
"3639","Toyota Etios Liva Diesel","Hyderabad",2014,59589,"First",2359,1364,671,5,5.6,1,0,0,1,10
"3640","Hyundai i20 Magna 1.4 CRDi","Delhi",2015,44000,"First",2254,1396,8873,5,5.35,1,0,0,1,9
"3641","Maruti Alto K10 VXI","Mumbai",2017,12000,"First",2407,998,671,5,3.25,0,0,1,1,7
"3642","BMW X1 sDrive20d","Pune",2012,66000,"Second",1705,1995,184,5,11.5,1,0,0,0,12
"3643","Maruti Celerio VXI AT","Pune",2016,38009,"First",231,998,6704,5,4.25,0,0,1,0,8
"3644","Skoda Superb Elegance 1.8 TSI AT","Mumbai",2009,35000,"Second",137,1798,15775,5,4.45,0,0,1,0,15
"3645","Mahindra Xylo E4","Pune",2009,70000,"First",140,2498,112,7,2.85,1,0,0,1,15
"3646","Mahindra XUV500 W8 2WD","Delhi",2014,86000,"First",151,2179,140,7,7.85,1,0,0,1,10
"3647","Maruti Swift Dzire VXI","Pune",2016,32000,"First",191,1197,858,5,5.3,0,0,1,1,8
"3648","Ford Ecosport 1.0 Ecoboost Platinum Edition","Mumbai",2017,15000,"First",1888,999,12324,5,8,0,0,1,1,7
"3649","Toyota Corolla Altis Diesel D4DG","Coimbatore",2014,69918,"First",2143,1364,872,5,9.43,1,0,0,1,10
"3650","Hyundai i20 2015-2017 1.2 Magna","Pune",2012,39000,"First",185,1197,80,5,2.75,0,0,1,1,12
"3651","Renault Captur 1.5 Diesel Platine Mono","Mumbai",2018,1011,"First",2037,1461,10845,5,13.5,1,0,0,1,6
"3652","Mercedes-Benz E-Class 280 CDI","Hyderabad",2009,85000,"First",110,2987,1985,5,9.99,1,0,0,0,15
"3653","Maruti Baleno RS 1.0 Petrol","Chennai",2017,46663,"First",211,998,100,5,6.95,0,0,1,1,7
"3654","Nissan Sunny 2011-2014 XL AT Special Edition","Chennai",2015,27000,"First",1797,1498,996,5,6.75,0,0,1,0,9
"3655","Hyundai Grand i10 AT Asta","Chennai",2015,15000,"First",189,1197,82,5,5.5,0,0,1,0,9
"3656","Maruti Ciaz Zeta","Kochi",2018,10575,"First",2156,1462,10325,5,9.18,0,0,1,1,6
"3657","Hyundai Xcent 1.2 Kappa S","Jaipur",2014,12500,"First",191,1197,82,5,4.15,0,0,1,1,10
"3658","Hyundai Verna 1.6 SX CRDi (O)","Ahmedabad",2012,52000,"First",2232,1582,12632,5,6.5,1,0,0,1,12
"3659","Maruti Wagon R VXI 1.2","Kochi",2015,49818,"First",215,1197,8180,5,4.11,0,0,1,1,9
"3660","Hyundai Verna CRDi","Hyderabad",2008,90000,"Second",168,1493,110,5,2.25,1,0,0,1,16
"3661","Toyota Etios Liva G","Kochi",2015,52207,"First",1771,1197,789,5,4.56,0,0,1,1,9
"3662","Mahindra Xylo E4 ABS BS III","Pune",2013,167362,"First",1168,2498,112,7,4,1,0,0,1,11
"3663","Toyota Etios Liva GD","Coimbatore",2015,49894,"First",2359,1364,6706,5,5.27,1,0,0,1,9
"3664","Mahindra Thar DI 4X4","Kochi",2019,13024,"First",1806,2523,63,7,9.11,1,0,0,1,5
"3665","Nissan X-Trail SLX MT","Pune",2010,128000,"Second",1442,1995,1476,5,6.2,1,0,0,1,14
"3666","Toyota Innova Crysta 2.8 ZX AT","Kochi",2017,26023,"First",1136,2755,1715,7,19.97,1,0,0,0,7
"3667","Hyundai Creta 1.4 CRDi S","Delhi",2016,42784,"First",2138,1396,887,5,10.17,1,0,0,1,8
"3668","Maruti Swift VDI","Pune",2014,115000,"First",284,1248,74,5,4.5,1,0,0,1,10
"3669","Hyundai Verna 1.6 CRDI SX Option","Kochi",2019,30529,"First",239,1582,1262,5,14.28,1,0,0,1,5
"3670","Maruti Alto LXi BSIII","Kochi",2012,14814,"Second",197,796,463,5,2.47,0,0,1,1,12
"3671","Maruti S Cross DDiS 200 Alpha","Ahmedabad",2016,58000,"First",2365,1248,885,5,7.9,1,0,0,1,8
"3672","Hyundai EON Era","Hyderabad",2011,68128,"First",211,814,552,5,2.3,0,0,1,1,13
"3673","Nissan Terrano XL","Hyderabad",2013,63220,"First",1324,1598,1025,5,6.5,0,0,1,1,11
"3674","Hyundai EON Era","Hyderabad",2016,30000,"First",211,814,552,5,3.25,0,0,1,1,8
"3675","Tata Zest Quadrajet 1.3 XT","Bangalore",2017,27768,"First",2065,1248,887,5,5.85,1,0,0,1,7
"3676","Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance","Hyderabad",2014,53000,"Second",1421,2143,203,5,29,1,0,0,0,10
"3677","Audi Q5 2.0 TDI Premium Plus","Coimbatore",2014,87652,"Second",1416,1968,1743,5,25.71,1,0,0,0,10
"3678","Ford Fiesta 1.6 ZXi Leather","Chennai",2008,94873,"Second",153,1596,101,5,1.85,0,0,1,1,16
"3679","BMW 3 Series 320d Prestige","Mumbai",2015,56000,"First",1888,1995,184,5,22.75,1,0,0,0,9
"3680","Maruti Baleno RS 1.0 Petrol","Kochi",2018,18678,"First",211,998,100,5,8.32,0,0,1,1,6
"3681","Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency","Delhi",2014,30000,"First",1421,2143,203,5,26,1,0,0,0,10
"3682","Hyundai i10 Sportz 1.2","Hyderabad",2013,59000,"First",2036,1197,789,5,3.45,0,0,1,1,11
"3683","Hyundai Grand i10 Asta Option","Mumbai",2017,13000,"First",189,1197,82,5,5.15,0,0,1,1,7
"3684","Honda Brio S MT","Kochi",2014,74325,"First",194,1198,868,5,3.51,0,0,1,1,10
"3685","Hyundai i20 Magna 1.4 CRDi (Diesel)","Kolkata",2015,45000,"First",219,1396,8876,5,3.45,1,0,0,1,9
"3686","Volkswagen Polo Petrol Highline 1.2L","Pune",2013,57000,"First",1647,1198,739,5,3.75,0,0,1,1,11
"3687","Honda City 1.5 EXI","Pune",2001,125943,"Second",130,1493,100,5,1.45,0,0,1,1,23
"3688","Skoda Octavia Ambiente 1.9 TDI","Delhi",2008,80000,"First",187,1896,66,5,2.2,1,0,0,1,16
"3689","Ford Endeavour 2.5L 4X2","Hyderabad",2010,154000,"First",131,2499,141,7,7.99,1,0,0,1,14
"3690","Chevrolet Cruze LTZ","Bangalore",2013,62000,"Second",183,1991,1479,5,6.75,1,0,0,1,11
"3691","Honda CR-V AT With Sun Roof","Kolkata",2013,27000,"First",140,NA,NA,NA,11.99,0,0,1,0,11
"3692","Honda Mobilio V i DTEC","Kolkata",2014,45000,"First",242,1498,986,7,5,1,0,0,1,10
"3693","Maruti Ertiga VDI","Pune",2012,105000,"Second",2077,1248,8876,7,5.9,1,0,0,1,12
"3694","Hyundai Grand i10 Sportz","Mumbai",2013,26000,"First",189,1197,82,5,3.75,0,0,1,1,11
"3695","Jaguar XF 3.0 Litre S Premium Luxury","Mumbai",2014,30900,"First",1474,2993,2709,5,29.5,1,0,0,0,10
"3696","Honda Amaze VX i-Vtech","Chennai",2014,48000,"First",180,1198,867,5,4.75,0,0,1,1,10
"3697","Audi A6 2.7 TDI","Pune",2011,112719,"First",124,2698,1795,5,11.5,1,0,0,0,13
"3698","Hyundai i20 1.2 Spotz","Chennai",2017,5000,"First",186,1197,8183,5,6.95,0,0,1,1,7
"3699","Volkswagen Ameo 1.2 MPI Highline Plus 16","Mumbai",2016,16000,"First",170,1198,7375,5,5.4,0,0,1,1,8
"3700","Renault Fluence 2.0","Jaipur",2011,63000,"First",134,1997,1351,5,4.75,0,0,1,0,13
"3701","Maruti Alto K10 VXI","Chennai",2011,28300,"First",2407,998,671,5,2.15,0,0,1,1,13
"3702","Maruti Alto Std","Jaipur",2005,49000,"First",197,796,463,5,0.9,0,0,1,1,19
"3703","Maruti Wagon R VXI BS IV","Kolkata",2016,12501,"First",2051,998,6704,5,3.5,0,0,1,1,8
"3704","Fiat Linea 1.3 Emotion","Kochi",2016,56628,"First",204,1248,92,5,5.85,1,0,0,1,8
"3705","Maruti Swift Dzire Vdi BSIV","Pune",2010,105000,"First",193,1248,739,5,3.15,1,0,0,1,14
"3706","Renault Scala Diesel RxL","Pune",2016,52126,"First",2164,1461,848,5,6,1,0,0,1,8
"3707","Hyundai i20 Magna","Kolkata",2010,38000,"First",185,1197,80,5,2.23,0,0,1,1,14
"3708","Hyundai Xcent 1.2 Kappa SX Option","Bangalore",2016,50000,"First",191,1197,82,5,2.5,0,0,1,1,8
"3709","Maruti Wagon R LXI","Kochi",2015,50230,"First",189,998,671,5,3.87,0,0,1,1,9
"3710","Mahindra XUV500 W8 2WD","Ahmedabad",2014,31000,"First",151,2179,140,7,9.5,1,0,0,1,10
"3711","Toyota Fortuner 4x2 AT","Delhi",2014,79000,"First",1255,2982,1685,7,17.75,1,0,0,0,10
"3712","Renault Duster 110PS Diesel RxZ Plus","Delhi",2012,130000,"First",1964,1461,10845,5,3.75,1,0,0,1,12
"3713","Hyundai Santro Xing GLS","Chennai",2010,115000,"Second",1792,1086,621,5,1.5,0,0,1,1,14
"3714","Hyundai Verna 1.6 SX VTVT","Pune",2013,41500,"Second",1701,1591,1213,5,5,0,0,1,1,11
"3715","BMW X1 sDrive 20d Exclusive","Pune",2014,54385,"Second",1506,1995,177,5,17,1,0,0,0,10
"3716","Honda Civic 2006-2010 1.8 V AT","Kochi",2011,56361,"First",129,1799,130,5,4.38,0,0,1,0,13
"3717","Audi A6 35 TFSI Matrix","Delhi",2018,22000,"First",1526,1798,18774,5,41.5,0,0,1,0,6
"3718","Maruti Wagon R LXI BS IV","Kolkata",2017,8000,"First",2051,998,6704,5,3,0,0,1,1,7
"3719","Maruti Vitara Brezza ZDi Plus Dual Tone","Coimbatore",2018,28741,"First",243,1248,885,5,11,1,0,0,1,6
"3720","Land Rover Discovery 3 TDV6 Diesel Automatic","Pune",2012,117236,"Second",118,2720,190,7,14,1,0,0,0,12
"3721","Maruti Dzire New","Pune",2016,30500,"First",2659,1248,74,5,7.65,1,0,0,0,8
"3722","Hyundai Verna VTVT 1.6 SX","Kolkata",2018,5000,"First",170,1591,1213,5,8.7,0,0,1,1,6
"3723","Maruti Ertiga ZDI Plus","Hyderabad",2016,42000,"First",2547,1248,8850,7,9.9,1,0,0,1,8
"3724","Hyundai Accent GLE","Mumbai",2010,32773,"First",132,1495,94,5,2.05,0,0,1,1,14
"3725","Hyundai i20 1.2 Sportz","Kolkata",2016,19008,"First",170,1197,80,5,5.25,0,0,1,1,8
"3726","Hyundai Verna VTVT 1.6 SX","Kochi",2012,32542,"First",170,1591,1213,5,5.77,0,0,1,1,12
"3727","Maruti Alto LX","Hyderabad",2010,94753,"First",197,796,463,5,1.95,0,0,1,1,14
"3728","Mahindra Scorpio VLX","Ahmedabad",2011,70000,"Second",1205,2179,120,8,7.45,1,0,0,1,13
"3729","Maruti Wagon R LXI","Delhi",2012,68347,"First",189,998,671,5,2.6,0,0,1,1,12
"3730","Hyundai i20 1.2 Sportz","Ahmedabad",2011,72000,"Second",170,1197,80,5,3.25,0,0,1,1,13
"3731","Maruti Ritz VDi","Hyderabad",2010,75014,"First",211,1248,739,5,3.85,1,0,0,1,14
"3732","Renault Koleos 2.0 Diesel","Delhi",2013,65000,"Second",1373,1995,148,5,7.5,1,0,0,0,11
"3733","BMW 3 Series 320d","Kochi",2012,55598,"First",2269,1995,190,5,11.5,1,0,0,0,12
"3734","Honda Brio V MT","Pune",2013,50000,"First",194,1198,868,5,3.25,0,0,1,1,11
"3735","Hyundai Sonata GOLD","Chennai",2003,44200,"Second",117,1997,134,5,1.5,0,0,1,1,21
"3736","Maruti Swift Dzire VDi","Jaipur",2014,65000,"First",193,1248,739,5,5.31,1,0,0,1,10
"3737","Mahindra XUV500 W8 4WD","Hyderabad",2013,49000,"First",160,2179,140,7,9,1,0,0,1,11
"3738","Hyundai i10 Sportz 1.1L","Kolkata",2016,7200,"First",1981,1086,6805,5,3.59,0,0,1,1,8
"3739","Maruti Ciaz ZXi Plus","Kochi",2016,43152,"First",2073,1373,911,5,7.35,0,0,1,1,8
"3740","Toyota Innova 2.5 V Diesel 8-seater","Pune",2013,112000,"First",128,2494,102,8,12,1,0,0,1,11
"3741","Hyundai Grand i10 Sportz","Coimbatore",2017,23540,"First",189,1197,82,5,6.02,0,0,1,1,7
"3742","Chevrolet Optra Magnum 2.0 LS BSIII","Coimbatore",2008,82160,"First",1652,1991,1237,5,2.57,1,0,0,1,16
"3743","Mahindra Ssangyong Rexton RX5","Pune",2013,57000,"First",1283,2696,162,7,12.45,1,0,0,1,11
"3744","Mahindra XUV500 W8 2WD","Coimbatore",2015,39335,"First",151,2179,140,7,12.63,1,0,0,1,9
"3745","Honda City i VTEC SV","Bangalore",2014,62000,"Second",174,1497,1173,5,7.75,0,0,1,1,10
"3746","Ford Ecosport 1.5 DV5 MT Titanium","Delhi",2014,60000,"First",227,1498,8984,5,5.5,1,0,0,1,10
"3747","Hyundai i20 Sportz 1.2","Kolkata",2015,35000,"First",186,1197,8183,5,4.43,0,0,1,1,9
"3748","Mercedes-Benz CLA 200 CDI Sport","Kochi",2016,32345,"First",179,2143,136,5,24.51,1,0,0,0,8
"3749","Hyundai EON Magna","Ahmedabad",2014,47000,"First",220,814,55,5,2.65,0,0,1,1,10
"3750","Toyota Etios G Safety","Delhi",2011,36000,"First",176,1496,887,5,3.2,0,0,1,1,13
"3751","Maruti Swift Dzire Tour LDI","Chennai",2016,75000,"First",234,1248,74,5,4.25,1,0,0,1,8
"3752","Maruti Alto LXi","Kolkata",2008,38000,"First",197,796,463,5,1.1,0,0,1,1,16
"3753","Maruti Celerio ZXI","Chennai",2015,57818,"First",231,998,6704,5,4.3,0,0,1,1,9
"3754","Ford Ecosport 1.5 DV5 MT Titanium Optional","Hyderabad",2015,45000,"First",227,1498,8984,5,8.9,1,0,0,1,9
"3755","Nissan Terrano XV 110 PS Limited Edition","Jaipur",2015,75055,"First",1901,1461,1085,5,6.5,1,0,0,1,9
"3756","Honda Accord VTi-L AT","Delhi",2009,65462,"Third",111,2354,142,5,3.5,0,0,1,0,15
"3757","Maruti Swift Ldi BSIII","Hyderabad",2008,76206,"First",178,1248,75,5,4.25,1,0,0,1,16
"3758","Mahindra XUV500 AT W10 FWD","Kochi",2018,25948,"First",160,2179,140,7,16.46,1,0,0,0,6
"3759","Honda Jazz 1.2 VX i VTEC","Mumbai",2016,28500,"First",187,1199,887,5,5.95,0,0,1,1,8
"3760","Honda City i VTEC V","Mumbai",2015,28004,"First",178,1497,1173,5,7.1,0,0,1,1,9
"3761","Fiat Grande Punto 1.2 Dynamic","Kolkata",2011,25000,"Second",157,1172,67,5,1.25,0,0,1,1,13
"3762","Maruti Ertiga ZXI","Pune",2013,82543,"First",1602,1373,937,7,5.5,0,0,1,1,11
"3763","Nissan Micra XL","Chennai",2013,30000,"First",1844,1198,75,5,3.25,0,0,1,1,11
"3764","Honda City 1.5 V MT","Hyderabad",2010,27800,"First",170,1497,118,5,5,0,0,1,1,14
"3765","Toyota Etios VX","Coimbatore",2016,33415,"First",1678,1496,8873,5,6.58,0,0,1,1,8
"3766","BMW 3 Series 320d Luxury Line","Mumbai",2013,38000,"First",1888,1995,184,5,19.5,1,0,0,0,11
"3767","Honda Jazz 1.2 SV i VTEC","Kochi",2017,41981,"First",187,1199,887,5,6.14,0,0,1,1,7
"3768","Maruti Dzire VDI","Jaipur",2013,77084,"First",284,1248,7375,5,4.95,1,0,0,1,11
"3769","Skoda Rapid 1.6 TDI Elegance","Hyderabad",2013,71803,"First",205,1598,1035,5,5.75,1,0,0,1,11
"3770","Mahindra XUV500 W6 2WD","Kolkata",2013,73314,"First",151,2179,140,7,6.6,1,0,0,1,11
"3771","Hyundai Grand i10 AT Asta","Coimbatore",2015,69053,"First",189,1197,82,5,5.72,0,0,1,0,9
"3772","Honda City 1.5 V MT","Delhi",2009,79782,"Second",170,1497,118,5,2.6,0,0,1,1,15
"3773","Toyota Innova 2.5 GX 7 STR","Hyderabad",2010,250000,"Second",128,2494,102,7,6.5,1,0,0,1,14
"3774","Mahindra XUV500 W8 2WD","Pune",2011,90000,"Second",151,2179,140,7,6.1,1,0,0,1,13
"3775","Maruti Swift Dzire VDi","Hyderabad",2010,130000,"First",193,1248,739,5,3.85,1,0,0,1,14
"3776","Volkswagen Vento Petrol Highline","Pune",2013,65000,"Second",1504,1598,1036,5,4.5,0,0,1,1,11
"3777","Audi A4 2.0 TDI","Bangalore",2013,76000,"Second",1655,1968,14751,5,18.25,1,0,0,0,11
"3778","Maruti Ertiga LXI","Ahmedabad",2012,28002,"First",1602,1373,937,7,5.75,0,0,1,1,12
"3779","Maruti 800 AC","Jaipur",2010,70000,"Second",161,796,37,4,0.9,0,0,1,1,14
"3780","Honda City 1.5 V MT","Hyderabad",2011,66276,"First",170,1497,118,5,5.5,0,0,1,1,13
"3781","Maruti Swift Dzire VXI","Kolkata",2014,45000,"First",191,1197,858,5,3.99,0,0,1,1,10
"3782","Toyota Camry Hybrid","Delhi",2014,67000,"First",1916,2494,1582,5,18.75,0,0,1,0,10
"3783","Hyundai Grand i10 CRDi Sportz","Kolkata",2014,43068,"First",240,1120,70,5,3.5,1,0,0,1,10
"3784","Toyota Innova Crysta 2.8 GX AT 8S","Chennai",2016,40000,"First",1136,2755,1715,8,16.45,1,0,0,0,8
"3785","Hyundai i10 Magna","Coimbatore",2011,50436,"First",2036,1197,789,5,3.65,0,0,1,1,13
"3786","Hyundai Grand i10 AT Asta","Bangalore",2014,21000,"First",189,1197,82,5,5.4,0,0,1,0,10
"3787","Maruti Baleno Alpha Diesel","Mumbai",2018,2000,"First",2739,1248,74,5,8.7,1,0,0,1,6
"3788","Skoda Superb Style 1.8 TSI AT","Mumbai",2016,14500,"First",1467,1798,17746,5,20.75,0,0,1,0,8
"3789","Mercedes-Benz New C-Class 220 CDI AT","Hyderabad",2010,68782,"First",1484,2143,170,5,12.5,1,0,0,0,14
"3790","Maruti Ritz VDi","Kolkata",2011,35888,"First",211,1248,739,5,1.89,1,0,0,1,13
"3791","Maruti Swift Dzire Tour LDI","Kolkata",2015,168205,"First",234,1248,74,5,4,1,0,0,1,9
"3792","Honda Civic 2010-2013 1.8 V MT","Mumbai",2012,47000,"First",148,1799,1302,5,3.95,0,0,1,1,12
"3793","Maruti Ertiga SHVS VDI","Hyderabad",2015,93700,"First",2452,1248,885,7,7.85,1,0,0,1,9
"3794","Hyundai Elantra CRDi SX","Kolkata",2014,45000,"First",227,1582,12624,5,7,1,0,0,1,10
"3795","Toyota Fortuner 4x2 AT","Hyderabad",2016,55547,"First",1255,2982,1685,7,24.99,1,0,0,0,8
"3796","Volkswagen Polo GT TSI","Delhi",2013,69000,"First",1721,1197,1036,5,4.5,0,0,1,0,11
"3797","Skoda Octavia Classic 1.9 TDI MT","Pune",2005,88000,"Third",187,1896,66,5,1.25,1,0,0,1,19
"3798","Volkswagen Polo 1.5 TDI Trendline","Delhi",2014,32400,"First",2014,1498,888,5,3.95,1,0,0,1,10
"3799","Hyundai Santro Xing GL Plus","Pune",2012,79000,"Second",1792,1086,621,5,1.6,0,0,1,1,12
"3800","Hyundai Accent GLE","Hyderabad",2004,110000,"First",132,1495,94,5,0.6,0,0,1,1,20
"3801","Hyundai EON D Lite Plus","Coimbatore",2014,45407,"Second",211,814,552,5,3.39,0,0,1,1,10
"3802","Toyota Innova 2.5 V Diesel 7-seater","Hyderabad",2011,136490,"First",128,2494,102,7,9.8,1,0,0,1,13
"3803","Maruti Ignis 1.3 Zeta","Mumbai",2017,19000,"First",268,1248,74,5,5.91,1,0,0,1,7
"3804","Maruti Ciaz Alpha","Mumbai",2017,19416,"First",2156,1462,10325,5,8.25,0,0,1,1,7
"3805","Maruti Swift Dzire VXi","Mumbai",2012,15500,"First",175,1298,858,5,3.75,0,0,1,1,12
"3806","Honda City i VTEC CVT VX","Hyderabad",2017,12538,"First",180,1497,1173,5,12.5,0,0,1,0,7
"3807","Honda Brio S MT","Delhi",2015,44328,"First",194,1198,868,5,3.8,0,0,1,1,9
"3808","Toyota Etios Liva GD","Delhi",2014,63000,"First",2359,1364,6704,5,4.35,1,0,0,1,10
"3809","Volvo XC60 D5","Hyderabad",2015,100000,"First",135,2400,215,5,32.5,1,0,0,0,9
"3810","Tata Indigo CS eGVX","Kolkata",2015,103000,"First",1564,1193,6408,5,3,0,0,1,1,9
"3811","Toyota Innova Crysta 2.8 ZX AT","Pune",2016,50296,"Second",1136,2755,1715,7,19,1,0,0,0,8
"3812","Volkswagen Vento Diesel Highline","Pune",2013,95500,"First",2054,1598,1036,5,5,1,0,0,1,11
"3813","Ford Ecosport 1.5 DV5 MT Titanium","Pune",2014,72100,"First",227,1498,8984,5,5.45,1,0,0,1,10
"3814","Maruti Wagon R VXI","Mumbai",2010,19119,"First",189,998,671,5,2.7,0,0,1,1,14
"3815","Mercedes-Benz S-Class 320 L","Mumbai",2006,30000,"First",130,2987,210,5,10.75,0,0,1,1,18
"3816","Volkswagen Polo 1.5 TDI Highline","Hyderabad",2015,75600,"First",2014,1498,888,5,5.8,1,0,0,1,9
"3817","Tata Indica GLS BS IV","Pune",2007,137000,"Second",153,1193,653,5,0.95,0,0,1,1,17
"3818","Maruti 800 Std BSIII","Jaipur",2002,53500,"Second",161,796,37,4,0.63,0,0,1,1,22
"3819","Jeep Compass 2.0 Longitude","Kochi",2018,26101,"First",171,1956,170,5,17.55,1,0,0,1,6
"3820","Maruti Alto K10 LXI Optional","Pune",2016,7000,"First",2407,998,671,5,3,0,0,1,1,8
"3821","Skoda Octavia Elegance 2.0 TDI AT","Bangalore",2013,50000,"First",193,1968,141,5,15,1,0,0,0,11
"3822","Maruti Swift Dzire VDI Optional","Hyderabad",2016,30000,"First",2659,1248,74,5,6,1,0,0,1,8
"3823","Maruti Ciaz VDi Plus SHVS","Mumbai",2016,38151,"First",2809,1248,885,5,7.65,1,0,0,1,8
"3824","Mercedes-Benz New C-Class C 220 CDI CLASSIC","Jaipur",2009,116000,"Second",158,2148,170,5,8.5,1,0,0,1,15
"3825","Ford Figo Diesel ZXI","Kolkata",2013,22000,"First",200,1399,68,5,2.25,1,0,0,1,11
"3826","Toyota Corolla Altis VL","Delhi",2010,60000,"Second",1453,1798,1381,5,4.65,0,0,1,0,14
"3827","Maruti SX4 S Cross DDiS 320 Zeta","Mumbai",2016,38000,"First",227,1598,118,5,7.85,1,0,0,1,8
"3828","Ford Figo Petrol ZXI","Coimbatore",2011,51928,"First",156,1196,70,5,3.46,0,0,1,1,13
"3829","Honda Jazz Exclusive CVT","Mumbai",2018,3000,"First",190,1199,887,5,8.25,0,0,1,0,6
"3830","Maruti Zen LXi - BS III","Pune",2006,67196,"First",173,993,60,5,1.25,0,0,1,1,18
"3831","Toyota Fortuner 3.0 Diesel","Bangalore",2012,100000,"Third",115,2982,171,7,16,1,0,0,1,12
"3832","Maruti Ciaz ZDi Plus","Jaipur",2015,65218,"First",2621,1248,885,5,7.4,1,0,0,1,9
"3833","Renault KWID RXT","Kochi",2016,53886,"First",2517,799,533,5,3.07,0,0,1,1,8
"3834","Hyundai i10 Magna AT","Coimbatore",2011,50058,"First",192,1197,80,5,3.84,0,0,1,0,13
"3835","Maruti Celerio ZXI AT Optional","Pune",2016,64000,"First",231,998,6704,5,4.2,0,0,1,0,8
"3836","Hyundai Creta 1.4 E Plus Diesel","Kochi",2018,41641,"First",2138,1396,887,5,10.82,1,0,0,1,6
"3837","Honda Jazz 1.5 SV i DTEC","Hyderabad",2016,44345,"First",273,1498,986,5,6.1,1,0,0,1,8
"3838","Honda City 1.5 S MT","Kolkata",2011,45501,"First",170,1497,118,5,3.1,0,0,1,1,13
"3839","Mitsubishi Lancer 1.5 SFXi","Chennai",2001,104000,"Third",137,1468,858,5,1,0,0,1,1,23
"3840","Nissan Sunny XE P","Coimbatore",2012,50297,"First",1695,1498,976,5,4.69,0,0,1,1,12
"3841","Honda Accord 2.4 AT","Mumbai",2011,87000,"First",117,2354,1776,5,5.4,0,0,1,0,13
"3842","Mahindra XUV500 W8 2WD","Mumbai",2016,120000,"First",151,2179,140,7,12,1,0,0,1,8
"3843","Hyundai i20 1.2 Magna Executive","Mumbai",2018,17000,"First",186,1197,8183,5,6.5,0,0,1,1,6
"3844","Nissan Micra Diesel XL","Chennai",2014,100000,"First",2308,1461,631,5,3,1,0,0,1,10
"3845","Maruti Ciaz AT ZXi","Kochi",2015,50979,"First",1912,1373,911,5,6.9,0,0,1,0,9
"3846","Volkswagen Vento Diesel Trendline","Chennai",2011,41000,"First",2054,1598,1036,5,4,1,0,0,1,13
